 ix          r[AU] il       lam[mic]       tau_vert
 16  5.8357309E-02 22  7.4469677E+02  2.4881470E+01  dust
 16  5.8357309E-02 23  1.5279094E+03  1.6070066E+01  dust
 16  5.8357309E-02 24  3.1355912E+03  9.8529384E+00  dust
 16  5.8357309E-02 25  6.4360319E+03  5.2639549E+00  dust
 17  5.9465774E-02  1  9.5842289E-02  1.8560615E+03  dust
 17  5.9465774E-02  2  1.0573550E-01  1.8216456E+03  dust
 17  5.9465774E-02  3  1.1812006E-01  1.7803160E+03  dust
 17  5.9465774E-02  4  1.3353968E-01  1.7350002E+03  dust
 17  5.9465774E-02  5  1.5097181E-01  1.6850089E+03  dust
 17  5.9465774E-02  6  1.7067955E-01  1.6112610E+03  dust
 17  5.9465774E-02  7  1.9296000E-01  1.5281976E+03  dust
 17  5.9465774E-02  8  3.0195156E-01  1.3474041E+03  dust
 17  5.9465774E-02  9  5.8874250E-01  1.0787451E+03  dust
 17  5.9465774E-02 10  1.2118621E+00  7.8825958E+02  dust
 17  5.9465774E-02 11  2.3303096E+00  5.5429174E+02  dust
 17  5.9465774E-02 12  4.3003104E+00  4.2836581E+02  dust
 17  5.9465774E-02 13  6.2450423E+00  3.4119473E+02  dust
 17  5.9465774E-02 14  8.8527200E+00  3.6946557E+02  dust
 17  5.9465774E-02 15  1.2668311E+01  3.2558457E+02  dust
 17  5.9465774E-02 16  1.8134220E+01  3.1904386E+02  dust
 17  5.9465774E-02 17  2.5964377E+01  2.9416173E+02  dust
 17  5.9465774E-02 18  4.2233750E+01  2.1466466E+02  dust
 17  5.9465774E-02 19  8.6443439E+01  1.4437291E+02  dust
 17  5.9465774E-02 20  1.7710287E+02  9.7712515E+01  dust
 17  5.9465774E-02 21  3.6308087E+02  6.5771170E+01  dust
 17  5.9465774E-02 22  7.4469677E+02  4.3672117E+01  dust
 17  5.9465774E-02 23  1.5279094E+03  2.8207127E+01  dust
 17  5.9465774E-02 24  3.1355912E+03  1.7296051E+01  dust
 17  5.9465774E-02 25  6.4360319E+03  9.2415688E+00  dust
 18  6.0753969E-02  1  9.5842289E-02  3.2526148E+03  dust
 18  6.0753969E-02  2  1.0573550E-01  3.1922979E+03  dust
 18  6.0753969E-02  3  1.1812006E-01  3.1198642E+03  dust
 18  6.0753969E-02  4  1.3353968E-01  3.0404442E+03  dust
 18  6.0753969E-02  5  1.5097181E-01  2.9528303E+03  dust
 18  6.0753969E-02  6  1.7067955E-01  2.8235811E+03  dust
 18  6.0753969E-02  7  1.9296000E-01  2.6780066E+03  dust
 18  6.0753969E-02  8  3.0195156E-01  2.3611535E+03  dust
 18  6.0753969E-02  9  5.8874250E-01  1.8903081E+03  dust
 18  6.0753969E-02 10  1.2118621E+00  1.3812148E+03  dust
 18  6.0753969E-02 11  2.3303096E+00  9.7117903E+02  dust
 18  6.0753969E-02 12  4.3003104E+00  7.5049502E+02  dust
 18  6.0753969E-02 13  6.2450423E+00  5.9773479E+02  dust
 18  6.0753969E-02 14  8.8527200E+00  6.4729052E+02  dust
 18  6.0753969E-02 15  1.2668311E+01  5.7038112E+02  dust
 18  6.0753969E-02 16  1.8134220E+01  5.5892592E+02  dust
 18  6.0753969E-02 17  2.5964377E+01  5.1531465E+02  dust
 18  6.0753969E-02 18  4.2233750E+01  3.7600715E+02  dust
 18  6.0753969E-02 19  8.6443439E+01  2.5284350E+02  dust
 18  6.0753969E-02 20  1.7710287E+02  1.7109910E+02  dust
 18  6.0753969E-02 21  3.6308087E+02  1.1515245E+02  dust
 18  6.0753969E-02 22  7.4469677E+02  7.6454075E+01  dust
 18  6.0753969E-02 23  1.5279094E+03  4.9378811E+01  dust
 18  6.0753969E-02 24  3.1355912E+03  3.0279160E+01  dust
 18  6.0753969E-02 25  6.4360319E+03  1.6180013E+01  dust
 19  6.2285289E-02  1  9.5842289E-02  5.6803565E+03  dust
 19  6.2285289E-02  2  1.0573550E-01  5.5750120E+03  dust
 19  6.2285289E-02  3  1.1812006E-01  5.4485054E+03  dust
 19  6.2285289E-02  4  1.3353968E-01  5.3097972E+03  dust
 19  6.2285289E-02  5  1.5097181E-01  5.1567782E+03  dust
 19  6.2285289E-02  6  1.7067955E-01  4.9310431E+03  dust
 19  6.2285289E-02  7  1.9296000E-01  4.6767964E+03  dust
 19  6.2285289E-02  8  3.0195156E-01  4.1234109E+03  dust
 19  6.2285289E-02  9  5.8874250E-01  3.3010750E+03  dust
 19  6.2285289E-02 10  1.2118621E+00  2.4119435E+03  dust
 19  6.2285289E-02 11  2.3303096E+00  1.6958235E+03  dust
 19  6.2285289E-02 12  4.3003104E+00  1.3104085E+03  dust
 19  6.2285289E-02 13  6.2450423E+00  1.0436267E+03  dust
 19  6.2285289E-02 14  8.8527200E+00  1.1301871E+03  dust
 19  6.2285289E-02 15  1.2668311E+01  9.9585745E+02  dust
 19  6.2285289E-02 16  1.8134220E+01  9.7586006E+02  dust
 19  6.2285289E-02 17  2.5964377E+01  8.9968729E+02  dust
 19  6.2285289E-02 18  4.2233750E+01  6.5640449E+02  dust
 19  6.2285289E-02 19  8.6443439E+01  4.4133058E+02  dust
 19  6.2285289E-02 20  1.7710287E+02  2.9860163E+02  dust
 19  6.2285289E-02 21  3.6308087E+02  2.0093267E+02  dust
 19  6.2285289E-02 22  7.4469677E+02  1.3338918E+02  dust
 19  6.2285289E-02 23  1.5279094E+03  8.6143392E+01  dust
 19  6.2285289E-02 24  3.1355912E+03  5.2821776E+01  dust
 19  6.2285289E-02 25  6.4360319E+03  2.8226776E+01  dust
 20  6.4988839E-02  1  9.5842289E-02  1.2127829E+04  dust
 20  6.4988839E-02  2  1.0573550E-01  1.1902898E+04  dust
 20  6.4988839E-02  3  1.1812006E-01  1.1632783E+04  dust
 20  6.4988839E-02  4  1.3353968E-01  1.1336615E+04  dust
 20  6.4988839E-02  5  1.5097181E-01  1.1009891E+04  dust
 20  6.4988839E-02  6  1.7067955E-01  1.0527905E+04  dust
 20  6.4988839E-02  7  1.9296000E-01  9.9850430E+03  dust
 20  6.4988839E-02  8  3.0195156E-01  8.8034667E+03  dust
 20  6.4988839E-02  9  5.8874250E-01  7.0476295E+03  dust
 20  6.4988839E-02 10  1.2118621E+00  5.1491793E+03  dust
 20  6.4988839E-02 11  2.3303096E+00  3.6201511E+03  dust
 20  6.4988839E-02 12  4.3003104E+00  2.7972387E+03  dust
 20  6.4988839E-02 13  6.2450423E+00  2.2276371E+03  dust
 20  6.4988839E-02 14  8.8527200E+00  2.4124795E+03  dust
 20  6.4988839E-02 15  1.2668311E+01  2.1256469E+03  dust
 20  6.4988839E-02 16  1.8134220E+01  2.0829651E+03  dust
 20  6.4988839E-02 17  2.5964377E+01  1.9203102E+03  dust
 20  6.4988839E-02 18  4.2233750E+01  1.4008888E+03  dust
 20  6.4988839E-02 19  8.6443439E+01  9.4172384E+02  dust
 20  6.4988839E-02 20  1.7710287E+02  6.3704215E+02  dust
 20  6.4988839E-02 21  3.6308087E+02  4.2858357E+02  dust
 20  6.4988839E-02 22  7.4469677E+02  2.8445617E+02  dust
 20  6.4988839E-02 23  1.5279094E+03  1.8366995E+02  dust
 20  6.4988839E-02 24  3.1355912E+03  1.1260948E+02  dust
 20  6.4988839E-02 25  6.4360319E+03  6.0172946E+01  dust
 21  6.9391452E-02  1  9.5842289E-02  2.7238585E+04  dust
 21  6.9391452E-02  2  1.0573550E-01  2.6733377E+04  dust
 21  6.9391452E-02  3  1.1812006E-01  2.6126682E+04  dust
 21  6.9391452E-02  4  1.3353968E-01  2.5461471E+04  dust
 21  6.9391452E-02  5  1.5097181E-01  2.4727628E+04  dust
 21  6.9391452E-02  6  1.7067955E-01  2.3645061E+04  dust
 21  6.9391452E-02  7  1.9296000E-01  2.2425763E+04  dust
 21  6.9391452E-02  8  3.0195156E-01  1.9771879E+04  dust
 21  6.9391452E-02  9  5.8874250E-01  1.5828167E+04  dust
 21  6.9391452E-02 10  1.2118621E+00  1.1564147E+04  dust
 21  6.9391452E-02 11  2.3303096E+00  8.1298835E+03  dust
 21  6.9391452E-02 12  4.3003104E+00  6.2815973E+03  dust
 21  6.9391452E-02 13  6.2450423E+00  5.0022716E+03  dust
 21  6.9391452E-02 14  8.8527200E+00  5.4174653E+03  dust
 21  6.9391452E-02 15  1.2668311E+01  4.7732000E+03  dust
 21  6.9391452E-02 16  1.8134220E+01  4.6773548E+03  dust
 21  6.9391452E-02 17  2.5964377E+01  4.3120025E+03  dust
 21  6.9391452E-02 18  4.2233750E+01  3.1453891E+03  dust
 21  6.9391452E-02 19  8.6443439E+01  2.1141489E+03  dust
 21  6.9391452E-02 20  1.7710287E+02  1.4299088E+03  dust
 21  6.9391452E-02 21  3.6308087E+02  9.6181350E+02  dust
 21  6.9391452E-02 22  7.4469677E+02  6.3822952E+02  dust
 21  6.9391452E-02 23  1.5279094E+03  4.1200622E+02  dust
 21  6.9391452E-02 24  3.1355912E+03  2.5255386E+02  dust
 21  6.9391452E-02 25  6.4360319E+03  1.3493254E+02  dust
 22  7.4092315E-02  1  9.5842289E-02  4.5204458E+04  dust
 22  7.4092315E-02  2  1.0573550E-01  4.4366012E+04  dust
 22  7.4092315E-02  3  1.1812006E-01  4.3359137E+04  dust
 22  7.4092315E-02  4  1.3353968E-01  4.2255148E+04  dust
 22  7.4092315E-02  5  1.5097181E-01  4.1037258E+04  dust
 22  7.4092315E-02  6  1.7067955E-01  3.9240622E+04  dust
 22  7.4092315E-02  7  1.9296000E-01  3.7217069E+04  dust
 22  7.4092315E-02  8  3.0195156E-01  3.2812668E+04  dust
 22  7.4092315E-02  9  5.8874250E-01  2.6267659E+04  dust
 22  7.4092315E-02 10  1.2118621E+00  1.9191070E+04  dust
 22  7.4092315E-02 11  2.3303096E+00  1.3491556E+04  dust
 22  7.4092315E-02 12  4.3003104E+00  1.0424140E+04  dust
 22  7.4092315E-02 13  6.2450423E+00  8.3009820E+03  dust
 22  7.4092315E-02 14  8.8527200E+00  8.9900565E+03  dust
 22  7.4092315E-02 15  1.2668311E+01  7.9208141E+03  dust
 22  7.4092315E-02 16  1.8134220E+01  7.7617607E+03  dust
 22  7.4092315E-02 17  2.5964377E+01  7.1554052E+03  dust
 22  7.4092315E-02 18  4.2233750E+01  5.2193061E+03  dust
 22  7.4092315E-02 19  8.6443439E+01  3.5078936E+03  dust
 22  7.4092315E-02 20  1.7710287E+02  2.3723792E+03  dust
 22  7.4092315E-02 21  3.6308087E+02  1.5955967E+03  dust
 22  7.4092315E-02 22  7.4469677E+02  1.0586630E+03  dust
 22  7.4092315E-02 23  1.5279094E+03  6.8332498E+02  dust
 22  7.4092315E-02 24  3.1355912E+03  4.1881179E+02  dust
 22  7.4092315E-02 25  6.4360319E+03  2.2373312E+02  dust
 23  7.9111635E-02  1  9.5842289E-02  6.1549029E+04  dust
 23  7.9111635E-02  2  1.0573550E-01  6.0407415E+04  dust
 23  7.9111635E-02  3  1.1812006E-01  5.9036471E+04  dust
 23  7.9111635E-02  4  1.3353968E-01  5.7533299E+04  dust
 23  7.9111635E-02  5  1.5097181E-01  5.5875041E+04  dust
 23  7.9111635E-02  6  1.7067955E-01  5.3428774E+04  dust
 23  7.9111635E-02  7  1.9296000E-01  5.0673540E+04  dust
 23  7.9111635E-02  8  3.0195156E-01  4.4676586E+04  dust
 23  7.9111635E-02  9  5.8874250E-01  3.5765017E+04  dust
 23  7.9111635E-02 10  1.2118621E+00  2.6129660E+04  dust
 23  7.9111635E-02 11  2.3303096E+00  1.8369308E+04  dust
 23  7.9111635E-02 12  4.3003104E+00  1.4192776E+04  dust
 23  7.9111635E-02 13  6.2450423E+00  1.1301932E+04  dust
 23  7.9111635E-02 14  8.8527200E+00  1.2240173E+04  dust
 23  7.9111635E-02 15  1.2668311E+01  1.0784302E+04  dust
 23  7.9111635E-02 16  1.8134220E+01  1.0567744E+04  dust
 23  7.9111635E-02 17  2.5964377E+01  9.7421318E+03  dust
 23  7.9111635E-02 18  4.2233750E+01  7.1059840E+03  dust
 23  7.9111635E-02 19  8.6443439E+01  4.7757775E+03  dust
 23  7.9111635E-02 20  1.7710287E+02  3.2297127E+03  dust
 23  7.9111635E-02 21  3.6308087E+02  2.1721016E+03  dust
 23  7.9111635E-02 22  7.4469677E+02  1.4410763E+03  dust
 23  7.9111635E-02 23  1.5279094E+03  9.3008853E+02  dust
 23  7.9111635E-02 24  3.1355912E+03  5.7000799E+02  dust
 23  7.9111635E-02 25  6.4360319E+03  3.0448051E+02  dust
 24  8.4470984E-02  1  9.5842289E-02  7.3626426E+04  dust
 24  8.4470984E-02  2  1.0573550E-01  7.2260794E+04  dust
 24  8.4470984E-02  3  1.1812006E-01  7.0620830E+04  dust
 24  8.4470984E-02  4  1.3353968E-01  6.8822690E+04  dust
 24  8.4470984E-02  5  1.5097181E-01  6.6839033E+04  dust
 24  8.4470984E-02  6  1.7067955E-01  6.3912736E+04  dust
 24  8.4470984E-02  7  1.9296000E-01  6.0616845E+04  dust
 24  8.4470984E-02  8  3.0195156E-01  5.3443111E+04  dust
 24  8.4470984E-02  9  5.8874250E-01  4.2782829E+04  dust
 24  8.4470984E-02 10  1.2118621E+00  3.1256732E+04  dust
 24  8.4470984E-02 11  2.3303096E+00  2.1973572E+04  dust
 24  8.4470984E-02 12  4.3003104E+00  1.6977485E+04  dust
 24  8.4470984E-02 13  6.2450423E+00  1.3519378E+04  dust
 24  8.4470984E-02 14  8.8527200E+00  1.4641735E+04  dust
 24  8.4470984E-02 15  1.2668311E+01  1.2900173E+04  dust
 24  8.4470984E-02 16  1.8134220E+01  1.2641124E+04  dust
 24  8.4470984E-02 17  2.5964377E+01  1.1653496E+04  dust
 24  8.4470984E-02 18  4.2233750E+01  8.5000640E+03  dust
 24  8.4470984E-02 19  8.6443439E+01  5.7126145E+03  dust
 24  8.4470984E-02 20  1.7710287E+02  3.8631838E+03  dust
 24  8.4470984E-02 21  3.6308087E+02  2.5980623E+03  dust
 24  8.4470984E-02 22  7.4469677E+02  1.7236196E+03  dust
 24  8.4470984E-02 23  1.5279094E+03  1.1123998E+03  dust
 24  8.4470984E-02 24  3.1355912E+03  6.8170689E+02  dust
 24  8.4470984E-02 25  6.4360319E+03  3.6413032E+02  dust
 25  9.0193398E-02  1  9.5842289E-02  8.0921755E+04  dust
 25  9.0193398E-02  2  1.0573550E-01  7.9420804E+04  dust
 25  9.0193398E-02  3  1.1812006E-01  7.7618339E+04  dust
 25  9.0193398E-02  4  1.3353968E-01  7.5642025E+04  dust
 25  9.0193398E-02  5  1.5097181E-01  7.3461811E+04  dust
 25  9.0193398E-02  6  1.7067955E-01  7.0245552E+04  dust
 25  9.0193398E-02  7  1.9296000E-01  6.6623076E+04  dust
 25  9.0193398E-02  8  3.0195156E-01  5.8738510E+04  dust
 25  9.0193398E-02  9  5.8874250E-01  4.7021918E+04  dust
 25  9.0193398E-02 10  1.2118621E+00  3.4353721E+04  dust
 25  9.0193398E-02 11  2.3303096E+00  2.4150711E+04  dust
 25  9.0193398E-02 12  4.3003104E+00  1.8659572E+04  dust
 25  9.0193398E-02 13  6.2450423E+00  1.4858809E+04  dust
 25  9.0193398E-02 14  8.8527200E+00  1.6092382E+04  dust
 25  9.0193398E-02 15  1.2668311E+01  1.4178248E+04  dust
 25  9.0193398E-02 16  1.8134220E+01  1.3893533E+04  dust
 25  9.0193398E-02 17  2.5964377E+01  1.2808040E+04  dust
 25  9.0193398E-02 18  4.2233750E+01  9.3421420E+03  dust
 25  9.0193398E-02 19  8.6443439E+01  6.2784952E+03  dust
 25  9.0193398E-02 20  1.7710287E+02  4.2458168E+03  dust
 25  9.0193398E-02 21  3.6308087E+02  2.8553492E+03  dust
 25  9.0193398E-02 22  7.4469677E+02  1.8942762E+03  dust
 25  9.0193398E-02 23  1.5279094E+03  1.2225128E+03  dust
 25  9.0193398E-02 24  3.1355912E+03  7.4916844E+02  dust
 25  9.0193398E-02 25  6.4360319E+03  4.0015472E+02  dust
 26  9.6303471E-02  1  9.5842289E-02  8.4146484E+04  dust
 26  9.6303471E-02  2  1.0573550E-01  8.2585719E+04  dust
 26  9.6303471E-02  3  1.1812006E-01  8.0711424E+04  dust
 26  9.6303471E-02  4  1.3353968E-01  7.8656351E+04  dust
 26  9.6303471E-02  5  1.5097181E-01  7.6389253E+04  dust
 26  9.6303471E-02  6  1.7067955E-01  7.3044823E+04  dust
 26  9.6303471E-02  7  1.9296000E-01  6.9277988E+04  dust
 26  9.6303471E-02  8  3.0195156E-01  6.1079214E+04  dust
 26  9.6303471E-02  9  5.8874250E-01  4.8895704E+04  dust
 26  9.6303471E-02 10  1.2118621E+00  3.5722667E+04  dust
 26  9.6303471E-02 11  2.3303096E+00  2.5113057E+04  dust
 26  9.6303471E-02 12  4.3003104E+00  1.9403091E+04  dust
 26  9.6303471E-02 13  6.2450423E+00  1.5450866E+04  dust
 26  9.6303471E-02 14  8.8527200E+00  1.6733599E+04  dust
 26  9.6303471E-02 15  1.2668311E+01  1.4743184E+04  dust
 26  9.6303471E-02 16  1.8134220E+01  1.4447123E+04  dust
 26  9.6303471E-02 17  2.5964377E+01  1.3318370E+04  dust
 26  9.6303471E-02 18  4.2233750E+01  9.7143542E+03  dust
 26  9.6303471E-02 19  8.6443439E+01  6.5286207E+03  dust
 26  9.6303471E-02 20  1.7710287E+02  4.4149420E+03  dust
 26  9.6303471E-02 21  3.6308087E+02  2.9690683E+03  dust
 26  9.6303471E-02 22  7.4469677E+02  1.9697029E+03  dust
 26  9.6303471E-02 23  1.5279094E+03  1.2711784E+03  dust
 26  9.6303471E-02 24  3.1355912E+03  7.7898217E+02  dust
 26  9.6303471E-02 25  6.4360319E+03  4.1607423E+02  dust
 27  1.0282747E-01  1  9.5842289E-02  8.4385126E+04  dust
 27  1.0282747E-01  2  1.0573550E-01  8.2819935E+04  dust
 27  1.0282747E-01  3  1.1812006E-01  8.0940323E+04  dust
 27  1.0282747E-01  4  1.3353968E-01  7.8879422E+04  dust
 27  1.0282747E-01  5  1.5097181E-01  7.6605894E+04  dust
 27  1.0282747E-01  6  1.7067955E-01  7.3251978E+04  dust
 27  1.0282747E-01  7  1.9296000E-01  6.9474460E+04  dust
 27  1.0282747E-01  8  3.0195156E-01  6.1252432E+04  dust
 27  1.0282747E-01  9  5.8874250E-01  4.9034366E+04  dust
 27  1.0282747E-01 10  1.2118621E+00  3.5823966E+04  dust
 27  1.0282747E-01 11  2.3303096E+00  2.5184265E+04  dust
 27  1.0282747E-01 12  4.3003104E+00  1.9458105E+04  dust
 27  1.0282747E-01 13  6.2450423E+00  1.5494670E+04  dust
 27  1.0282747E-01 14  8.8527200E+00  1.6781042E+04  dust
 27  1.0282747E-01 15  1.2668311E+01  1.4784980E+04  dust
 27  1.0282747E-01 16  1.8134220E+01  1.4488080E+04  dust
 27  1.0282747E-01 17  2.5964377E+01  1.3356126E+04  dust
 27  1.0282747E-01 18  4.2233750E+01  9.7418881E+03  dust
 27  1.0282747E-01 19  8.6443439E+01  6.5471194E+03  dust
 27  1.0282747E-01 20  1.7710287E+02  4.4274464E+03  dust
 27  1.0282747E-01 21  3.6308087E+02  2.9774729E+03  dust
 27  1.0282747E-01 22  7.4469677E+02  1.9752744E+03  dust
 27  1.0282747E-01 23  1.5279094E+03  1.2747705E+03  dust
 27  1.0282747E-01 24  3.1355912E+03  7.8118081E+02  dust
 27  1.0282747E-01 25  6.4360319E+03  4.1724700E+02  dust
 28  1.0979342E-01  1  9.5842289E-02  8.2641308E+04  dust
 28  1.0979342E-01  2  1.0573550E-01  8.1108462E+04  dust
 28  1.0979342E-01  3  1.1812006E-01  7.9267693E+04  dust
 28  1.0979342E-01  4  1.3353968E-01  7.7249381E+04  dust
 28  1.0979342E-01  5  1.5097181E-01  7.5022836E+04  dust
 28  1.0979342E-01  6  1.7067955E-01  7.1738230E+04  dust
 28  1.0979342E-01  7  1.9296000E-01  6.8038775E+04  dust
 28  1.0979342E-01  8  3.0195156E-01  5.9986657E+04  dust
 28  1.0979342E-01  9  5.8874250E-01  4.8021081E+04  dust
 28  1.0979342E-01 10  1.2118621E+00  3.5083678E+04  dust
 28  1.0979342E-01 11  2.3303096E+00  2.4663848E+04  dust
 28  1.0979342E-01 12  4.3003104E+00  1.9056020E+04  dust
 28  1.0979342E-01 13  6.2450423E+00  1.5174490E+04  dust
 28  1.0979342E-01 14  8.8527200E+00  1.6434279E+04  dust
 28  1.0979342E-01 15  1.2668311E+01  1.4479467E+04  dust
 28  1.0979342E-01 16  1.8134220E+01  1.4188701E+04  dust
 28  1.0979342E-01 17  2.5964377E+01  1.3080140E+04  dust
 28  1.0979342E-01 18  4.2233750E+01  9.5405908E+03  dust
 28  1.0979342E-01 19  8.6443439E+01  6.4118418E+03  dust
 28  1.0979342E-01 20  1.7710287E+02  4.3359710E+03  dust
 28  1.0979342E-01 21  3.6308087E+02  2.9159597E+03  dust
 28  1.0979342E-01 22  7.4469677E+02  1.9344695E+03  dust
 28  1.0979342E-01 23  1.5279094E+03  1.2484389E+03  dust
 28  1.0979342E-01 24  3.1355912E+03  7.6504620E+02  dust
 28  1.0979342E-01 25  6.4360319E+03  4.0862972E+02  dust
 29  1.1723128E-01  1  9.5842289E-02  7.9687343E+04  dust
 29  1.1723128E-01  2  1.0573550E-01  7.8209289E+04  dust
 29  1.1723128E-01  3  1.1812006E-01  7.6434318E+04  dust
 29  1.1723128E-01  4  1.3353968E-01  7.4488151E+04  dust
 29  1.1723128E-01  5  1.5097181E-01  7.2341194E+04  dust
 29  1.1723128E-01  6  1.7067955E-01  6.9173995E+04  dust
 29  1.1723128E-01  7  1.9296000E-01  6.5606777E+04  dust
 29  1.1723128E-01  8  3.0195156E-01  5.7842483E+04  dust
 29  1.1723128E-01  9  5.8874250E-01  4.6304616E+04  dust
 29  1.1723128E-01 10  1.2118621E+00  3.3829660E+04  dust
 29  1.1723128E-01 11  2.3303096E+00  2.3782287E+04  dust
 29  1.1723128E-01 12  4.3003104E+00  1.8374910E+04  dust
 29  1.1723128E-01 13  6.2450423E+00  1.4632125E+04  dust
 29  1.1723128E-01 14  8.8527200E+00  1.5846881E+04  dust
 29  1.1723128E-01 15  1.2668311E+01  1.3961945E+04  dust
 29  1.1723128E-01 16  1.8134220E+01  1.3681572E+04  dust
 29  1.1723128E-01 17  2.5964377E+01  1.2612637E+04  dust
 29  1.1723128E-01 18  4.2233750E+01  9.1996084E+03  dust
 29  1.1723128E-01 19  8.6443439E+01  6.1826947E+03  dust
 29  1.1723128E-01 20  1.7710287E+02  4.1810231E+03  dust
 29  1.1723128E-01 21  3.6308087E+02  2.8117665E+03  dust
 29  1.1723128E-01 22  7.4469677E+02  1.8653549E+03  dust
 29  1.1723128E-01 23  1.5279094E+03  1.2038408E+03  dust
 29  1.1723128E-01 24  3.1355912E+03  7.3772023E+02  dust
 29  1.1723128E-01 25  6.4360319E+03  3.9403614E+02  dust
 30  1.2517302E-01  1  9.5842289E-02  7.6062488E+04  dust
 30  1.2517302E-01  2  1.0573550E-01  7.4651669E+04  dust
 30  1.2517302E-01  3  1.1812006E-01  7.2957440E+04  dust
 30  1.2517302E-01  4  1.3353968E-01  7.1099803E+04  dust
 30  1.2517302E-01  5  1.5097181E-01  6.9050509E+04  dust
 30  1.2517302E-01  6  1.7067955E-01  6.6027385E+04  dust
 30  1.2517302E-01  7  1.9296000E-01  6.2622437E+04  dust
 30  1.2517302E-01  8  3.0195156E-01  5.5211334E+04  dust
 30  1.2517302E-01  9  5.8874250E-01  4.4198317E+04  dust
 30  1.2517302E-01 10  1.2118621E+00  3.2290837E+04  dust
 30  1.2517302E-01 11  2.3303096E+00  2.2700512E+04  dust
 30  1.2517302E-01 12  4.3003104E+00  1.7539112E+04  dust
 30  1.2517302E-01 13  6.2450423E+00  1.3966582E+04  dust
 30  1.2517302E-01 14  8.8527200E+00  1.5126078E+04  dust
 30  1.2517302E-01 15  1.2668311E+01  1.3326888E+04  dust
 30  1.2517302E-01 16  1.8134220E+01  1.3059268E+04  dust
 30  1.2517302E-01 17  2.5964377E+01  1.2038959E+04  dust
 30  1.2517302E-01 18  4.2233750E+01  8.7811856E+03  dust
 30  1.2517302E-01 19  8.6443439E+01  5.9015066E+03  dust
 30  1.2517302E-01 20  1.7710287E+02  3.9908862E+03  dust
 30  1.2517302E-01 21  3.6308087E+02  2.6839112E+03  dust
 30  1.2517302E-01 22  7.4469677E+02  1.7805451E+03  dust
 30  1.2517302E-01 23  1.5279094E+03  1.1491152E+03  dust
 30  1.2517302E-01 24  3.1355912E+03  7.0418942E+02  dust
 30  1.2517302E-01 25  6.4360319E+03  3.7612904E+02  dust
 31  1.3365275E-01  1  9.5842289E-02  7.2121270E+04  dust
 31  1.3365275E-01  2  1.0573550E-01  7.0783555E+04  dust
 31  1.3365275E-01  3  1.1812006E-01  6.9177115E+04  dust
 31  1.3365275E-01  4  1.3353968E-01  6.7415734E+04  dust
 31  1.3365275E-01  5  1.5097181E-01  6.5472628E+04  dust
 31  1.3365275E-01  6  1.7067955E-01  6.2606151E+04  dust
 31  1.3365275E-01  7  1.9296000E-01  5.9377635E+04  dust
 31  1.3365275E-01  8  3.0195156E-01  5.2350550E+04  dust
 31  1.3365275E-01  9  5.8874250E-01  4.1908189E+04  dust
 31  1.3365275E-01 10  1.2118621E+00  3.0617713E+04  dust
 31  1.3365275E-01 11  2.3303096E+00  2.1524323E+04  dust
 31  1.3365275E-01 12  4.3003104E+00  1.6630368E+04  dust
 31  1.3365275E-01 13  6.2450423E+00  1.3242952E+04  dust
 31  1.3365275E-01 14  8.8527200E+00  1.4342367E+04  dust
 31  1.3365275E-01 15  1.2668311E+01  1.2636405E+04  dust
 31  1.3365275E-01 16  1.8134220E+01  1.2382652E+04  dust
 31  1.3365275E-01 17  2.5964377E+01  1.1415213E+04  dust
 31  1.3365275E-01 18  4.2233750E+01  8.3262446E+03  dust
 31  1.3365275E-01 19  8.6443439E+01  5.5957776E+03  dust
 31  1.3365275E-01 20  1.7710287E+02  3.7841548E+03  dust
 31  1.3365275E-01 21  3.6308087E+02  2.5448972E+03  dust
 31  1.3365275E-01 22  7.4469677E+02  1.6883334E+03  dust
 31  1.3365275E-01 23  1.5279094E+03  1.0896134E+03  dust
 31  1.3365275E-01 24  3.1355912E+03  6.6773207E+02  dust
 31  1.3365275E-01 25  6.4360319E+03  3.5665902E+02  dust
